category1,0001
category1,0003
category1,0017
category1,0018
category1,0020
category1,0034
category1,0613
category1,0681
category1,0806
category1,0853
category1,0867
category1,3914
category1,6020
category1,6022
category1,6023
category1,6025
category1,6028
category1,6088
category1,6196
category1,6316
category1,6318
category1,6319
category1,6386
category1,6387
category1,6435
category1,6577
category1,6610
category1,6687
category1,6688
category1,6689
category1,6692
category1,6720
category1,7100
category1,7103
category1,7104
category1,7131
category1,7132
category1,7133
category1,7244
category1,7264
category1,7297
category1,7330
category1,7548
category1,7551
category1,7552
category1,7553
category1,7554
category1,7557
category1,7558
category1,7559
category1,7560
category1,7632
category1,7703
category1,7972
category1,8016
category1,8200
category1,8201
category1,8202
category1,8203
category1,8204
category1,8205
category1,8206
category1,8207
category1,8238
category1,8396
category1,8600
category1,8601
category1,8776
category1,8777
category1,8778
category1,8779
category1,8790
category1,8854
category1,8891
category1,8900
category1,8901
category1,8902
category1,8903
category1,8904
category1,8905
category1,U083
category1,U104
category1,U105
category1,U109
category1,U128
category1,5098
category1,5092
category1,5090
category1,U141
category1,U169
category1,U170
category1,U171
category1,U189
category1,U190
category1,U224
category1,U225
category1,U237
category1,U238
category1,U239
category1,U240
category2,8299
category2,8402
category2,8544
category2,8552
category2,8553
category2,8554
category2,8555
category2,8556
category2,8557
category2,8906
category2,8907
category2,8910
category2,8915
category2,8919
category2,8921
category2,8922
category2,8923
category2,8929
category2,C018
category2,C019
category2,C020
category2,C021
category2,C022
category3,0744
category3,0745
category3,0842
category3,0934
category3,
category3,
category3,
category3,
category3,6045
category3,
category3,6171
category3,6172
category3,6173
category3,6228
category3,6272
category3,6273
category3,6275
category3,6276
category3,6287
category3,6292
category3,6305
category3,6547
category3,
category3,6676
category3,6685
category3,7108
category3,7109
category3,7110
category3,7111
category3,7120
category3,7124
category3,7128
category3,7130
category3,7351
category3,
category3,7459
category3,7464
category3,7465
category3,7466
category3,7467
category3,7472
category3,7485
category3,7486
category3,
category3,
category3,
category3,
category3,
category3,
category3,7990
category3,7996
category3,8008
category3,
category3,8210
category3,8211
category3,8219
category3,8222
category3,8224
category3,8226
category3,8227
category3,8230
category3,8477
category3,8606
category3,8609
category3,8612
category3,8613
category3,8614
category3,8615
category3,8616
category3,8620
category3,8621
category3,8626
category3,8627
category3,8629
category3,8630
category3,8632
category3,8763
category3,8839
category3,8841
category3,8850
category3,8931
category3,8932
category3,8934
category3,8935
category3,8939
category3,8940
category3,8943
category3,8945
category3,8947
category3,8952
category3,8956
category3,8958
category3,8959
category3,D029
category3,D030
category3,D033
category3,D034
category3,D035
category3,
category3,
category3,
category3,D100
category3,D101
category3,D102
category3,D103
category3,D104
category3,D105
category3,D106
category3,D107
category3,D108
category3,D109
category3,D110
category3,D111
category3,D112
category3,D113
category3,D114
category3,D115
category3,D116
category3,D117
category3,D149
category3,D150
category3,D151
category3,D152
category3,D153
category3,D154
category3,D155
category3,D156
